"rho","n","EstimandScenario","j","Method","estimate","se","pvalue","converged","true_B"
"0.6",20,"Small",14,"CITS_spill_3pct",0.324821135453167,0.111393507961447,0.00354574309512119,TRUE,-0.0408
"0.6",20,"Small",15,"Trd",0.191945558370589,0.229203189252062,0.402341270282505,TRUE,-0.0408
"0.6",20,"Small",15,"CITS",0.207726463502279,0.108573320172376,0.0557177540008632,TRUE,-0.0408
"0.6",20,"Small",15,"CITS_0.4_constant",-0.0237773739034723,0.0902114004219161,0.79210824436804,TRUE,-0.0408
"0.6",20,"Small",15,"CITS_spill_3pct",0.285751713860448,0.0986231230071388,0.00376256570095927,TRUE,-0.0408
"0.6",20,"Small",16,"Trd",0.161751817097042,0.256822132207579,0.528812099435989,TRUE,-0.0408
"0.6",20,"Small",16,"CITS",0.120475713236792,0.135005210380985,0.372190225622321,TRUE,-0.0408
"0.6",20,"Small",16,"CITS_0.4_constant",-0.177971047926239,0.10407657438137,0.087265685184956,TRUE,-0.0408
"0.6",20,"Small",16,"CITS_spill_3pct",0.212152284781752,0.131482433810489,0.106627044590172,TRUE,-0.0408
"0.6",20,"Small",17,"Trd",0.206378961510992,0.186802901319651,0.269248311215008,TRUE,-0.0408
"0.6",20,"Small",17,"CITS",-0.198567617156571,0.129636623043663,0.125590385268814,TRUE,-0.0408
"0.6",20,"Small",17,"CITS_0.4_constant",-0.060164281534003,0.123114124681263,0.625063255390947,TRUE,-0.0408
"0.6",20,"Small",17,"CITS_spill_3pct",-0.149622543787005,0.145495788213755,0.303778917141867,TRUE,-0.0408
"0.6",20,"Small",18,"Trd",0.292697049449588,0.35369710099312,0.40793338178099,TRUE,-0.0408
"0.6",20,"Small",18,"CITS",0.0792765479218246,0.211590739333492,0.707906448903358,TRUE,-0.0408
"0.6",20,"Small",18,"CITS_0.4_constant",0.242895058047555,0.18168545803324,0.181255695548554,TRUE,-0.0408
"0.6",20,"Small",18,"CITS_spill_3pct",0.185684549473849,0.200121314387418,0.353480230157148,TRUE,-0.0408
"0.6",20,"Small",19,"Trd",0.185544008282415,0.273967975936154,0.498249209105243,TRUE,-0.0408
"0.6",20,"Small",19,"CITS",-0.097264692391799,0.0904342570167389,0.282137825215653,TRUE,-0.0408
"0.6",20,"Small",19,"CITS_0.4_constant",-0.202213239752406,0.0992269809017499,0.0415613707507315,TRUE,-0.0408
"0.6",20,"Small",19,"CITS_spill_3pct",-0.00642521297656544,0.0837183686924236,0.938824060298754,TRUE,-0.0408
"0.6",20,"Small",20,"Trd",-0.174916443711702,0.133343650743785,0.189597135027023,TRUE,-0.0408
"0.6",20,"Small",20,"CITS",0.138679202709608,0.0513528748042414,0.00692322393140735,TRUE,-0.0408
"0.6",20,"Small",20,"CITS_0.4_constant",0.141448695626369,0.0549417208858495,0.0100378562728256,TRUE,-0.0408
"0.6",20,"Small",20,"CITS_spill_3pct",0.277099029866693,0.0452056241185854,8.80190373147258e-10,TRUE,-0.0408
"0.6",20,"Moderate",1,"Trd",0.201007926808261,0.239925405773514,0.402146733598372,TRUE,-0.3567
"0.6",20,"Moderate",1,"CITS",-0.357367238365388,0.0812821106615652,1.09945319437513e-05,TRUE,-0.3567
"0.6",20,"Moderate",1,"CITS_0.4_constant",-0.414946162630008,0.109612775244911,0.000153360431809923,TRUE,-0.3567
"0.6",20,"Moderate",1,"CITS_spill_3pct",-0.236048277884432,0.0991183575672915,0.0172432782292748,TRUE,-0.3567
"0.6",20,"Moderate",2,"Trd",-0.622846056961842,0.217320978517838,0.00415669276499955,TRUE,-0.3567
"0.6",20,"Moderate",2,"CITS",-0.111778453823717,0.186847728155761,0.549684557710406,TRUE,-0.3567
"0.6",20,"Moderate",2,"CITS_0.4_constant",-0.195986079493597,0.144941752092493,0.176320517840642,TRUE,-0.3567
"0.6",20,"Moderate",2,"CITS_spill_3pct",-0.00168337142383004,0.194023682103949,0.99307755010085,TRUE,-0.3567
"0.6",20,"Moderate",3,"Trd",-0.224809576843219,0.128205828374734,0.0795153409465152,TRUE,-0.3567
"0.6",20,"Moderate",3,"CITS",-0.275358202243464,0.0514985882149411,8.94695696175851e-08,TRUE,-0.3567
"0.6",20,"Moderate",3,"CITS_0.4_constant",-0.163929732210212,0.051901203006793,0.00158585589231061,TRUE,-0.3567
"0.6",20,"Moderate",3,"CITS_spill_3pct",-0.182919479328481,0.0668620630282349,0.00622337916704722,TRUE,-0.3567
"0.6",20,"Moderate",4,"Trd",-0.451091464904205,0.375865137999015,0.230084272280865,TRUE,-0.3567
"0.6",20,"Moderate",4,"CITS",0.104060764719394,0.105198062153279,0.322570684808585,TRUE,-0.3567
"0.6",20,"Moderate",4,"CITS_0.4_constant",0.044886638914491,0.151749489851231,0.767387152164449,TRUE,-0.3567
"0.6",20,"Moderate",4,"CITS_spill_3pct",0.211879767302519,0.112708450570472,0.0601227346376013,TRUE,-0.3567
"0.6",20,"Moderate",5,"Trd",-0.15066120519754,0.283635318964162,0.595294548144358,TRUE,-0.3567
"0.6",20,"Moderate",5,"CITS",-0.046268730621178,0.087399941294648,0.596534333049762,TRUE,-0.3567
"0.6",20,"Moderate",5,"CITS_0.4_constant",-0.0742051499019628,0.113348879614337,0.512685704961031,TRUE,-0.3567
"0.6",20,"Moderate",5,"CITS_spill_3pct",0.0326048677065298,0.0927342089837887,0.72514214897039,TRUE,-0.3567
"0.6",20,"Moderate",6,"Trd",0.163816555473669,0.178014718131859,0.357446500829083,TRUE,-0.3567
"0.6",20,"Moderate",6,"CITS",-0.537619325324231,0.134641831313012,6.52538278079502e-05,TRUE,-0.3567
"0.6",20,"Moderate",6,"CITS_0.4_constant",-0.417956091776789,0.0908477328594636,4.21230924780988e-06,TRUE,-0.3567
"0.6",20,"Moderate",6,"CITS_spill_3pct",-0.451419579380494,0.12496808892079,0.000303517973328274,TRUE,-0.3567
"0.6",20,"Moderate",7,"Trd",-0.0498398397041228,0.511013029259668,0.922304362910836,TRUE,-0.3567
"0.6",20,"Moderate",7,"CITS",-0.449672419130282,0.143341873094304,0.0017064972788328,TRUE,-0.3567
"0.6",20,"Moderate",7,"CITS_0.4_constant",-0.307770943006372,0.173106178196211,0.0754150908043706,TRUE,-0.3567
"0.6",20,"Moderate",7,"CITS_spill_3pct",-0.301340155029712,0.135872573842784,0.0265674877645173,TRUE,-0.3567
"0.6",20,"Moderate",8,"Trd",-0.62869934477378,0.169302222858269,0.000204433753007685,TRUE,-0.3567
"0.6",20,"Moderate",8,"CITS",-0.753516190848782,0.164855980938549,4.85971698234976e-06,TRUE,-0.3567
"0.6",20,"Moderate",8,"CITS_0.4_constant",-0.683188588168696,0.105928553760626,1.12203121303505e-10,TRUE,-0.3567
"0.6",20,"Moderate",8,"CITS_spill_3pct",-0.597181029502846,0.150232125158065,7.0362857164904e-05,TRUE,-0.3567
"0.6",20,"Moderate",9,"Trd",-0.201112020916862,0.235309837788546,0.392734423604916,TRUE,-0.3567
"0.6",20,"Moderate",9,"CITS",-0.314396093384616,0.055910616082782,1.87461541032885e-08,TRUE,-0.3567
"0.6",20,"Moderate",9,"CITS_0.4_constant",-0.159692813351794,0.0756611259227328,0.0348039324058762,TRUE,-0.3567
"0.6",20,"Moderate",9,"CITS_spill_3pct",-0.17681806852866,0.0549934659803637,0.00130328262758101,TRUE,-0.3567
"0.6",20,"Moderate",10,"Trd",-0.862779310799052,0.301312276055094,0.0041911345062695,TRUE,-0.3567
"0.6",20,"Moderate",10,"CITS",-0.373727288863697,0.0895085718850807,2.97562229089559e-05,TRUE,-0.3567
"0.6",20,"Moderate",10,"CITS_0.4_constant",-0.401771542504435,0.0881405714115914,5.15682934339428e-06,TRUE,-0.3567
"0.6",20,"Moderate",10,"CITS_spill_3pct",-0.245465680167551,0.079134677733387,0.0019230076761504,TRUE,-0.3567
"0.6",20,"Moderate",11,"Trd",0.23892612546599,0.178071405186335,0.179679222859419,TRUE,-0.3567
"0.6",20,"Moderate",11,"CITS",-0.0746998644914069,0.10381415807141,0.471799810304133,TRUE,-0.3567
"0.6",20,"Moderate",11,"CITS_0.4_constant",-0.0703344084488015,0.0882204452206753,0.425301518478214,TRUE,-0.3567
"0.6",20,"Moderate",11,"CITS_spill_3pct",0.0523584226982779,0.121324667147536,0.666063935928028,TRUE,-0.3567
"0.6",20,"Moderate",12,"Trd",-0.478876070375115,0.200550324498815,0.0169491017022116,TRUE,-0.3567
"0.6",20,"Moderate",12,"CITS",-0.790655130992579,0.0960955743941284,1.9068370512127e-16,TRUE,-0.3567
"0.6",20,"Moderate",12,"CITS_0.4_constant",-0.754720237121357,0.164112630478484,4.24943005354882e-06,TRUE,-0.3567
"0.6",20,"Moderate",12,"CITS_spill_3pct",-0.714023072067873,0.0963055071110455,1.22411185768633e-13,TRUE,-0.3567
"0.6",20,"Moderate",13,"Trd",-0.897168650030263,0.326037468699468,0.00592805052961391,TRUE,-0.3567
"0.6",20,"Moderate",13,"CITS",-0.460927683802811,0.133685810456658,0.000565082434161368,TRUE,-0.3567
"0.6",20,"Moderate",13,"CITS_0.4_constant",-0.524824034931891,0.133207237060223,8.15134341044739e-05,TRUE,-0.3567
"0.6",20,"Moderate",13,"CITS_spill_3pct",-0.344203677091496,0.127549640711279,0.00696347394000432,TRUE,-0.3567
"0.6",20,"Moderate",14,"Trd",-0.0842247128181912,0.0946855981919195,0.373723795652172,TRUE,-0.3567
"0.6",20,"Moderate",14,"CITS",-0.459670450165735,0.119180018736842,0.000114814272156765,TRUE,-0.3567
"0.6",20,"Moderate",14,"CITS_0.4_constant",-0.245682823512901,0.0727423558274456,0.000731643471599946,TRUE,-0.3567
"0.6",20,"Moderate",14,"CITS_spill_3pct",-0.389486898976257,0.120370586946097,0.00121331457713385,TRUE,-0.3567
"0.6",20,"Moderate",15,"Trd",-0.588220924270144,0.257523743330151,0.0223631581454212,TRUE,-0.3567
"0.6",20,"Moderate",15,"CITS",-0.570304059710997,0.166187749157413,0.000599843132303609,TRUE,-0.3567
"0.6",20,"Moderate",15,"CITS_0.4_constant",-0.63538491379142,0.129669808858088,9.58259333047214e-07,TRUE,-0.3567
"0.6",20,"Moderate",15,"CITS_spill_3pct",-0.453333249683063,0.178954441483375,0.0113015887037451,TRUE,-0.3567
"0.6",20,"Moderate",16,"Trd",-0.610487377701404,0.189872909997337,0.00130334540829247,TRUE,-0.3567
"0.6",20,"Moderate",16,"CITS",-0.4891362886864,0.118151410040187,3.47441019674869e-05,TRUE,-0.3567
"0.6",20,"Moderate",16,"CITS_0.4_constant",-0.483946221148711,0.10785187301177,7.21863724106346e-06,TRUE,-0.3567
"0.6",20,"Moderate",16,"CITS_spill_3pct",-0.376994230991111,0.125370553391731,0.00263805310093289,TRUE,-0.3567
"0.6",20,"Moderate",17,"Trd",-0.237502486797288,0.151814302061498,0.117717179270356,TRUE,-0.3567
"0.6",20,"Moderate",17,"CITS",-0.488995276065736,0.0816577224788791,2.11976463874636e-09,TRUE,-0.3567
"0.6",20,"Moderate",17,"CITS_0.4_constant",-0.484658178250023,0.0813211223251875,2.52536312136181e-09,TRUE,-0.3567
"0.6",20,"Moderate",17,"CITS_spill_3pct",-0.424924176704364,0.0973575911312491,1.2737212990943e-05,TRUE,-0.3567
"0.6",20,"Moderate",18,"Trd",-0.658557596339794,0.249761435540748,0.00837053538677833,TRUE,-0.3567
"0.6",20,"Moderate",18,"CITS",-0.58168448447069,0.136308906895969,1.97765314681522e-05,TRUE,-0.3567
"0.6",20,"Moderate",18,"CITS_0.4_constant",-0.533119302103728,0.12666344493389,2.56567359683514e-05,TRUE,-0.3567
"0.6",20,"Moderate",18,"CITS_spill_3pct",-0.379242911197865,0.129053397767768,0.00329643915466074,TRUE,-0.3567
"0.6",20,"Moderate",19,"Trd",-0.628107563524361,0.216753379899299,0.0037579224961208,TRUE,-0.3567
"0.6",20,"Moderate",19,"CITS",-0.181433023995057,0.149107153235425,0.223681749493179,TRUE,-0.3567
"0.6",20,"Moderate",19,"CITS_0.4_constant",-0.116232432796322,0.145291788925128,0.42371477829411,TRUE,-0.3567
"0.6",20,"Moderate",19,"CITS_spill_3pct",-0.146130719959913,0.126828851493844,0.249243700671839,TRUE,-0.3567
"0.6",20,"Moderate",20,"Trd",-0.296209044348671,0.407642390117932,0.467446851498395,TRUE,-0.3567
"0.6",20,"Moderate",20,"CITS",-0.955482063007974,0.333817986496376,0.00420599118298194,TRUE,-0.3567
"0.6",20,"Moderate",20,"CITS_0.4_constant",-0.851942980079626,0.280320782548116,0.00237229632672464,TRUE,-0.3567
"0.6",20,"Moderate",20,"CITS_spill_3pct",-0.901149004777872,0.284518106635138,0.0015387116363619,TRUE,-0.3567
"0.6",20,"Large",1,"Trd",0.34908602587058,0.324024048353764,0.281325700381764,TRUE,-0.5108
"0.6",20,"Large",1,"CITS",-0.283406821537728,0.0565966873502173,5.51470693816097e-07,TRUE,-0.5108
"0.6",20,"Large",1,"CITS_0.4_constant",-0.142915460850079,0.081687782236209,0.0801989505416597,TRUE,-0.5108
"0.6",20,"Large",1,"CITS_spill_3pct",-0.193836847327648,0.0526285546173347,0.000230404102870483,TRUE,-0.5108
"0.6",20,"Large",2,"Trd",-0.387944032166567,0.286535649555802,0.175764479327747,TRUE,-0.5108
"0.6",20,"Large",2,"CITS",-0.835223200797036,0.15748466163359,1.13590166998264e-07,TRUE,-0.5108
"0.6",20,"Large",2,"CITS_0.4_constant",-0.734381473312568,0.118438642870345,5.62760035855904e-10,TRUE,-0.5108
"0.6",20,"Large",2,"CITS_spill_3pct",-0.68033091166562,0.153576729892453,9.42729349074483e-06,TRUE,-0.5108
"0.6",20,"Large",3,"Trd",0.166068665388531,0.148973149876125,0.264955132319554,TRUE,-0.5108
"0.6",20,"Large",3,"CITS",-0.789857336880143,0.261263040580064,0.00250095014155357,TRUE,-0.5108
"0.6",20,"Large",3,"CITS_0.4_constant",-0.56258622337279,0.18140005737281,0.00192636300645579,TRUE,-0.5108
"0.6",20,"Large",3,"CITS_spill_3pct",-0.692699570788306,0.253420790693332,0.00626847694917131,TRUE,-0.5108
"0.6",20,"Large",4,"Trd",-0.166459162145292,0.310014121869679,0.59130865971199,TRUE,-0.5108
"0.6",20,"Large",4,"CITS",-0.235781264957958,0.15565023426846,0.12981933341848,TRUE,-0.5108
"0.6",20,"Large",4,"CITS_0.4_constant",-0.407093065109144,0.104075980919144,9.17251463357707e-05,TRUE,-0.5108
"0.6",20,"Large",4,"CITS_spill_3pct",-0.125776193393894,0.141988974109764,0.375716351352627,TRUE,-0.5108
"0.6",20,"Large",5,"Trd",-0.709814768383576,0.21784000484058,0.00112033481097034,TRUE,-0.5108
"0.6",20,"Large",5,"CITS",-0.224008853264501,0.141686812411216,0.113874805672775,TRUE,-0.5108
"0.6",20,"Large",5,"CITS_0.4_constant",-0.143295659955407,0.114528972902258,0.210871043899702,TRUE,-0.5108
"0.6",20,"Large",5,"CITS_spill_3pct",-0.128528231742096,0.14209822214142,0.365728880390397,TRUE,-0.5108
"0.6",20,"Large",6,"Trd",-0.456738013325949,0.30296191577683,0.131663163441414,TRUE,-0.5108
"0.6",20,"Large",6,"CITS",-0.315446809724505,0.105641229505821,0.00282634283740658,TRUE,-0.5108
"0.6",20,"Large",6,"CITS_0.4_constant",-0.412541277811211,0.115837163245728,0.000368897104434277,TRUE,-0.5108
"0.6",20,"Large",6,"CITS_spill_3pct",-0.202307904366501,0.101918437907278,0.04714468423635,TRUE,-0.5108
"0.6",20,"Large",7,"Trd",0.226898975306238,0.328353178126812,0.489552279433436,TRUE,-0.5108
"0.6",20,"Large",7,"CITS",-0.391488315511006,0.132276848780665,0.0030802545522881,TRUE,-0.5108
"0.6",20,"Large",7,"CITS_0.4_constant",-0.204752699293737,0.145924170929564,0.160573750691161,TRUE,-0.5108
"0.6",20,"Large",7,"CITS_spill_3pct",-0.232273279209552,0.149205055155332,0.119532543401655,TRUE,-0.5108
"0.6",20,"Large",8,"Trd",-0.174741894229137,0.336147497134355,0.603177213845927,TRUE,-0.5108
"0.6",20,"Large",8,"CITS",-0.824544385097187,0.0655576187552593,2.81131474426347e-36,TRUE,-0.5108
"0.6",20,"Large",8,"CITS_0.4_constant",-0.632190878125282,0.110785433431408,1.15360798972573e-08,TRUE,-0.5108
"0.6",20,"Large",8,"CITS_spill_3pct",-0.780732574673611,0.0589644030658562,5.104058704042e-40,TRUE,-0.5108
"0.6",20,"Large",9,"Trd",-0.139679623801828,0.189742972776333,0.461638344569125,TRUE,-0.5108
"0.6",20,"Large",9,"CITS",-0.721307131948802,0.106062234204085,1.04045974351144e-11,TRUE,-0.5108
"0.6",20,"Large",9,"CITS_0.4_constant",-0.55924504265637,0.0774048658818688,5.01345483604917e-13,TRUE,-0.5108
"0.6",20,"Large",9,"CITS_spill_3pct",-0.575097358162105,0.119905295212082,1.61652828347603e-06,TRUE,-0.5108
"0.6",20,"Large",10,"Trd",-0.79440065108902,0.480945821287725,0.0985862076493136,TRUE,-0.5108
"0.6",20,"Large",10,"CITS",-0.792796309971817,0.0653929852520691,7.92329493834862e-34,TRUE,-0.5108
"0.6",20,"Large",10,"CITS_0.4_constant",-0.585762589970892,0.119089509940434,8.71320182483036e-07,TRUE,-0.5108
"0.6",20,"Large",10,"CITS_spill_3pct",-0.650249249442896,0.0791319666729479,2.08176732820056e-16,TRUE,-0.5108
"0.6",20,"Large",11,"Trd",-1.29228492498476,0.273760310266721,2.35268226703649e-06,TRUE,-0.5108
"0.6",20,"Large",11,"CITS",-0.701979562473578,0.0542709564077119,2.8666986632091e-38,TRUE,-0.5108
"0.6",20,"Large",11,"CITS_0.4_constant",-0.424914420857772,0.155370285227695,0.00624087127537786,TRUE,-0.5108
"0.6",20,"Large",11,"CITS_spill_3pct",-0.608749151809457,0.0629515624353659,4.03904896108601e-22,TRUE,-0.5108
"0.6",20,"Large",12,"Trd",-0.523276817434439,0.440980894485288,0.235377482142656,TRUE,-0.5108
"0.6",20,"Large",12,"CITS",-0.354802003930302,0.149315889424496,0.017492744866488,TRUE,-0.5108
"0.6",20,"Large",12,"CITS_0.4_constant",-0.335257018311926,0.120543066953708,0.00541547062045158,TRUE,-0.5108
"0.6",20,"Large",12,"CITS_spill_3pct",-0.234627380780472,0.129062452892654,0.0690737950906777,TRUE,-0.5108
"0.6",20,"Large",13,"Trd",0.0399618970129908,0.165649187961164,0.809365896916835,TRUE,-0.5108
"0.6",20,"Large",13,"CITS",-0.859352845228505,0.1068000503542,8.52850804840132e-16,TRUE,-0.5108
"0.6",20,"Large",13,"CITS_0.4_constant",-0.617067277186548,0.0917861187556416,1.78164446309104e-11,TRUE,-0.5108
"0.6",20,"Large",13,"CITS_spill_3pct",-0.731953113005099,0.106146008598055,5.35928101447638e-12,TRUE,-0.5108
"0.6",20,"Large",14,"Trd",-1.15352214757039,0.148059351888788,6.65102887195628e-15,TRUE,-0.5108
"0.6",20,"Large",14,"CITS",-0.496194688405409,0.109488038062455,5.84407385088241e-06,TRUE,-0.5108
"0.6",20,"Large",14,"CITS_0.4_constant",-0.428320028748335,0.1135787018569,0.000162510101598743,TRUE,-0.5108
"0.6",20,"Large",14,"CITS_spill_3pct",-0.301467881406841,0.118862535605532,0.0112039241580048,TRUE,-0.5108
"0.6",20,"Large",15,"Trd",0.00729473825943718,0.323915654976472,0.982032769973271,TRUE,-0.5108
"0.6",20,"Large",15,"CITS",-0.152366910329281,0.123087207073994,0.21576140752045,TRUE,-0.5108
"0.6",20,"Large",15,"CITS_0.4_constant",-0.171797367739354,0.105741890613819,0.104229485067942,TRUE,-0.5108
"0.6",20,"Large",15,"CITS_spill_3pct",0.0362064814768326,0.115154711051101,0.753205119836773,TRUE,-0.5108
"0.6",20,"Large",16,"Trd",-0.340529093383072,0.352975586643679,0.334675869768276,TRUE,-0.5108
"0.6",20,"Large",16,"CITS",-0.746621182196471,0.102615369447902,3.44068363464165e-13,TRUE,-0.5108
"0.6",20,"Large",16,"CITS_0.4_constant",-0.723121921436718,0.115438152791755,3.7486415770594e-10,TRUE,-0.5108
"0.6",20,"Large",16,"CITS_spill_3pct",-0.676423886239886,0.096439989103451,2.31705850112046e-12,TRUE,-0.5108
"0.6",20,"Large",17,"Trd",-1.04115487936776,0.29109421491943,0.000347967340217172,TRUE,-0.5108
"0.6",20,"Large",17,"CITS",-0.59259343013152,0.156392865915844,0.000151173729317749,TRUE,-0.5108
"0.6",20,"Large",17,"CITS_0.4_constant",-0.782646680516762,0.151590026115607,2.43131325909055e-07,TRUE,-0.5108
"0.6",20,"Large",17,"CITS_spill_3pct",-0.564597534013455,0.129662981171534,1.33464527663354e-05,TRUE,-0.5108
"0.6",20,"Large",18,"Trd",-0.751538982951079,0.381335240233744,0.0487457090360071,TRUE,-0.5108
"0.6",20,"Large",18,"CITS",-0.758999676313494,0.07540925179269,7.8828276825307e-24,TRUE,-0.5108
"0.6",20,"Large",18,"CITS_0.4_constant",-0.667115306669438,0.0728384781538927,5.24625641026415e-20,TRUE,-0.5108
"0.6",20,"Large",18,"CITS_spill_3pct",-0.639294485658016,0.0887173031843451,5.76308500709646e-13,TRUE,-0.5108
"0.6",20,"Large",19,"Trd",-0.851412899624613,0.243853305396661,0.000480323220856522,TRUE,-0.5108
"0.6",20,"Large",19,"CITS",-0.773839195267828,0.0862792111879053,2.99188650827471e-19,TRUE,-0.5108
"0.6",20,"Large",19,"CITS_0.4_constant",-0.774622678184541,0.116928046946732,3.47763888807944e-11,TRUE,-0.5108
"0.6",20,"Large",19,"CITS_spill_3pct",-0.637753679574959,0.0973327735508065,5.66569985553589e-11,TRUE,-0.5108
"0.6",20,"Large",20,"Trd",-0.73255318697465,0.188290833505542,0.000100021019800246,TRUE,-0.5108
"0.6",20,"Large",20,"CITS",-0.633623372360423,0.09639436565503,4.92317577477348e-11,TRUE,-0.5108
"0.6",20,"Large",20,"CITS_0.4_constant",-0.536645438838712,0.0990962366985669,6.1152950266143e-08,TRUE,-0.5108
"0.6",20,"Large",20,"CITS_spill_3pct",-0.572639141886595,0.107407411421389,9.74221653472901e-08,TRUE,-0.5108
"0.6",24,"Small",1,"Trd",0.294790737804112,0.35609238887694,0.407756005109535,TRUE,-0.0408
"0.6",24,"Small",1,"CITS",-0.0417461372498538,0.108639797626224,0.70078432869492,TRUE,-0.0408
"0.6",24,"Small",1,"CITS_0.4_constant",-0.176562526917549,0.107061511446914,0.0991130147362829,TRUE,-0.0408
"0.6",24,"Small",1,"CITS_spill_3pct",0.103456712330894,0.0815726651685465,0.204699147145656,TRUE,-0.0408
"0.6",24,"Small",2,"Trd",-0.361833389934192,0.178879286088063,0.0430958647696858,TRUE,-0.0408
"0.6",24,"Small",2,"CITS",-0.0180964501000033,0.0548044758548176,0.741248679018757,TRUE,-0.0408
"0.6",24,"Small",2,"CITS_0.4_constant",-0.0675491935724045,0.0736291642567421,0.358920279308965,TRUE,-0.0408
"0.6",24,"Small",2,"CITS_spill_3pct",0.0663858745177193,0.0548546843827392,0.226197014573777,TRUE,-0.0408
"0.6",24,"Small",3,"Trd",0.634325070017428,0.379742392766043,0.094838491310275,TRUE,-0.0408
"0.6",24,"Small",3,"CITS",-0.149710401870599,0.100960531620657,0.138111431972673,TRUE,-0.0408
"0.6",24,"Small",3,"CITS_0.4_constant",-0.0222448401351318,0.150850181279289,0.88276647826453,TRUE,-0.0408
"0.6",24,"Small",3,"CITS_spill_3pct",0.0429673675710519,0.109552167885043,0.69490365073375,TRUE,-0.0408
"0.6",24,"Small",4,"Trd",0.235351424341074,0.263973001622979,0.372621393751988,TRUE,-0.0408
"0.6",24,"Small",4,"CITS",0.154663876695251,0.0837710078886275,0.0648530496240067,TRUE,-0.0408
"0.6",24,"Small",4,"CITS_0.4_constant",0.171293051865251,0.1219119462739,0.160004772287143,TRUE,-0.0408
"0.6",24,"Small",4,"CITS_spill_3pct",0.299711175262425,0.0879630624959041,0.000656236420380476,TRUE,-0.0408
"0.6",24,"Small",5,"Trd",-0.638618935509562,0.260929862252162,0.0143861685094533,TRUE,-0.0408
"0.6",24,"Small",5,"CITS",-0.161239759430842,0.120181307532221,0.179713532809896,TRUE,-0.0408
"0.6",24,"Small",5,"CITS_0.4_constant",-0.260997993878922,0.0930632653714948,0.00503912170699957,TRUE,-0.0408
"0.6",24,"Small",5,"CITS_spill_3pct",-0.0970757897771247,0.127194478714293,0.445339611332454,TRUE,-0.0408
"0.6",24,"Small",6,"Trd",0.174819536320437,0.216398491925882,0.419171577680795,TRUE,-0.0408
"0.6",24,"Small",6,"CITS",0.106118441043185,0.107756280224956,0.324722064056797,TRUE,-0.0408
"0.6",24,"Small",6,"CITS_0.4_constant",0.124039612580549,0.106364988798372,0.243545895676719,TRUE,-0.0408
"0.6",24,"Small",6,"CITS_spill_3pct",0.174299840794708,0.105941655656714,0.0999195663854892,TRUE,-0.0408
"0.6",24,"Small",7,"Trd",-0.642970308528429,0.263271019433808,0.0145965478076663,TRUE,-0.0408
"0.6",24,"Small",7,"CITS",-0.165650134936935,0.0782075666308698,0.0341680199627192,TRUE,-0.0408
"0.6",24,"Small",7,"CITS_0.4_constant",-0.0121343777539977,0.112611766763236,0.914190766546608,TRUE,-0.0408
"0.6",24,"Small",7,"CITS_spill_3pct",-0.0538352399167494,0.078412742622892,0.492358536276312,TRUE,-0.0408
"0.6",24,"Small",8,"Trd",0.265468721196697,0.272811362435213,0.330510918944987,TRUE,-0.0408
"0.6",24,"Small",8,"CITS",-0.173608805757223,0.0680752407138625,0.0107646045662262,TRUE,-0.0408
"0.6",24,"Small",8,"CITS_0.4_constant",-0.0413055356402716,0.076853369313525,0.590950592829573,TRUE,-0.0408
"0.6",24,"Small",8,"CITS_spill_3pct",0.0180580356329949,0.0706036312588198,0.79813123054093,TRUE,-0.0408
"0.6",24,"Small",9,"Trd",-0.286695573451606,0.217084293610452,0.186613173932353,TRUE,-0.0408
"0.6",24,"Small",9,"CITS",-0.0270235805983188,0.0564764222106426,0.63229925572258,TRUE,-0.0408
"0.6",24,"Small",9,"CITS_0.4_constant",-0.015183237840552,0.0749886481913813,0.839546325405851,TRUE,-0.0408
"0.6",24,"Small",9,"CITS_spill_3pct",0.0778659906262167,0.0736539085458587,0.290426028542689,TRUE,-0.0408
"0.6",24,"Small",10,"Trd",0.173101558315755,0.185212067116378,0.349987908834783,TRUE,-0.0408
"0.6",24,"Small",10,"CITS",-0.253102483096036,0.146311349431542,0.0836500001023317,TRUE,-0.0408
"0.6",24,"Small",10,"CITS_0.4_constant",-0.31092531413778,0.142149830678518,0.0287201229208873,TRUE,-0.0408
"0.6",24,"Small",10,"CITS_spill_3pct",-0.207122205435776,0.150635383334162,0.169134422087764,TRUE,-0.0408
"0.6",24,"Small",11,"Trd",0.115658594663209,0.323760778033757,0.720916086892428,TRUE,-0.0408
"0.6",24,"Small",11,"CITS",-0.0470525742622457,0.0930614622180651,0.613132207898752,TRUE,-0.0408
"0.6",24,"Small",11,"CITS_0.4_constant",-0.0973832945181738,0.125095449061881,0.436290853829707,TRUE,-0.0408
"0.6",24,"Small",11,"CITS_spill_3pct",0.0311162968932285,0.101004567389107,0.758030425699375,TRUE,-0.0408
"0.6",24,"Small",12,"Trd",0.184159420857184,0.223482518329599,0.409914576563017,TRUE,-0.0408
"0.6",24,"Small",12,"CITS",0.0218729894414026,0.0870827864240654,0.801679073568816,TRUE,-0.0408
"0.6",24,"Small",12,"CITS_0.4_constant",0.0411084400398666,0.09729244097403,0.67264222129712,TRUE,-0.0408
"0.6",24,"Small",12,"CITS_spill_3pct",0.132288601899982,0.0832809298876142,0.112181881637157,TRUE,-0.0408
"0.6",24,"Small",13,"Trd",0.0322164223317461,0.267195917480571,0.904029821966969,TRUE,-0.0408
"0.6",24,"Small",13,"CITS",-0.0643507751975906,0.101279798787064,0.525183076922679,TRUE,-0.0408
