"rho","n","EstimandScenario","Method","R_total","R_converged","nonconv_rate","true_val","B_hat","Bias","MCSE_Bias","Bias_percent","MSE_estimate","MCSE_MSE","coverage","MCSE_coverage","power","MCSE_power","Empirical_SE","avg_model_SE","ratio_Emp_ModelSE","power_pct","MCSE_power_pct","coverage_pct","MCSE_cov_pct"
"0.2",16,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5182,-0.0074,0.0017,1.45,0.0264,0.000403451158874811,0.797997237569061,0.0043,0.953038674033149,0.0023,0.1623,0.1191,1.3627,95.3,0.23,79.8,0.43
"0.2",16,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4131,0.0977,0.0015,19.13,0.0281,0.000393818840087132,0.727670349907919,0.0048,0.926104972375691,0.0028,0.1361,0.1086,1.2532,92.61,0.28,72.77,0.48
"0.2",16,"Large","Trd",8688,8688,0,-0.5108,-0.5041,0.0067,0.004,1.31,0.1388,0.0020793807937566,0.746662062615101,0.0047,0.555363720073665,0.0053,0.3726,0.2472,1.5073,55.54,0.53,74.67,0.47
"0.2",18,"Small","CITS",8688,8688,0,-0.0408,-0.0474,-0.0066,0.0014,16.18,0.0161,0.000250926857841996,0.852209944751381,0.0038,0.170234806629834,0.004,0.1266,0.1037,1.2208,17.02,0.4,85.22,0.38
"0.2",18,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.05,-0.0092,0.0016,22.55,0.0228,0.00035427451171298,0.818255064456722,0.0041,0.198089318600368,0.0043,0.1507,0.1142,1.3196,19.81,0.43,81.83,0.41
"0.2",18,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0579,0.0987,0.0014,241.91,0.0258,0.000352072555307084,0.72433241252302,0.0048,0.197859116022099,0.0043,0.1268,0.1037,1.2228,19.79,0.43,72.43,0.48
"0.2",18,"Small","Trd",8688,8688,0,-0.0408,-0.0306,0.0102,0.0038,25,0.1243,0.00188627556035781,0.772674953959484,0.0045,0.23054788213628,0.0045,0.3525,0.2434,1.4482,23.05,0.45,77.27,0.45
"0.2",18,"Moderate","CITS",8688,8688,0,-0.3567,-0.3644,-0.0077,0.0014,2.16,0.0164,0.000246892905711497,0.847605893186004,0.0039,0.89445211786372,0.0033,0.1277,0.104,1.2279,89.45,0.33,84.76,0.39
"0.2",18,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3643,-0.0076,0.0016,2.13,0.0232,0.000348882664680972,0.814917127071823,0.0042,0.828153775322284,0.004,0.1522,0.1146,1.3281,82.82,0.4,81.49,0.42
"0.2",18,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2591,0.0976,0.0014,27.36,0.0258,0.000350879985830813,0.727785451197053,0.0048,0.689686924493554,0.005,0.1277,0.1041,1.2267,68.97,0.5,72.78,0.48
"0.2",18,"Moderate","Trd",8688,8688,0,-0.3567,-0.3462,0.0105,0.0038,2.94,0.1285,0.00192710988464861,0.763697053406998,0.0046,0.412062615101289,0.0053,0.3583,0.2447,1.4642,41.21,0.53,76.37,0.46
"0.2",18,"Large","CITS",8688,8688,0,-0.5108,-0.5223,-0.0115,0.0013,2.25,0.0159,0.000249819437475953,0.852785451197053,0.0038,0.990331491712707,0.001,0.1255,0.1035,1.2126,99.03,0.1,85.28,0.38
"0.2",18,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5221,-0.0113,0.0016,2.21,0.0228,0.000346911113360193,0.816413443830571,0.0042,0.971915285451197,0.0018,0.1506,0.1146,1.3141,97.19,0.18,81.64,0.42
"0.2",18,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4165,0.0943,0.0014,18.46,0.0247,0.00034703497020016,0.741827808471455,0.0047,0.952693370165746,0.0023,0.1259,0.1038,1.2129,95.27,0.23,74.18,0.47
"0.2",18,"Large","Trd",8688,8688,0,-0.5108,-0.5017,0.0091,0.0038,1.78,0.1288,0.00194020758121082,0.761049723756906,0.0046,0.559162062615101,0.0053,0.3588,0.2433,1.4747,55.92,0.53,76.1,0.46
"0.2",20,"Small","CITS",8688,8688,0,-0.0408,-0.0478,-0.007,0.0013,17.16,0.0139,0.000211699194195866,0.860842541436464,0.0037,0.169659300184162,0.004,0.1179,0.0986,1.1957,16.97,0.4,86.08,0.37
"0.2",20,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0495,-0.0087,0.0015,21.32,0.0203,0.000309970528799225,0.822053406998158,0.0041,0.198549723756906,0.0043,0.1423,0.109,1.3055,19.85,0.43,82.21,0.41
"0.2",20,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0571,0.0979,0.0013,239.95,0.0234,0.000320861983843741,0.733540515653775,0.0047,0.184967771639042,0.0042,0.1174,0.0986,1.1907,18.5,0.42,73.35,0.47
"0.2",20,"Small","Trd",8688,8688,0,-0.0408,-0.0329,0.0079,0.0036,19.36,0.1142,0.00172425978889115,0.780732044198895,0.0044,0.220418968692449,0.0044,0.3378,0.2383,1.4175,22.04,0.44,78.07,0.44
"0.2",20,"Moderate","CITS",8688,8688,0,-0.3567,-0.3653,-0.0086,0.0013,2.41,0.014,0.000214067321328457,0.864295580110497,0.0037,0.924493554327808,0.0028,0.1178,0.0989,1.1911,92.45,0.28,86.43,0.37
"0.2",20,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.364,-0.0073,0.0015,2.05,0.0204,0.000308482634495079,0.826081952117864,0.0041,0.853821362799263,0.0038,0.1427,0.1094,1.3044,85.38,0.38,82.61,0.41
"0.2",20,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2607,0.096,0.0013,26.91,0.0231,0.00031580099208162,0.732159300184162,0.0048,0.729166666666667,0.0048,0.118,0.0992,1.1895,72.92,0.48,73.22,0.48
"0.2",20,"Moderate","Trd",8688,8688,0,-0.3567,-0.3457,0.011,0.0037,3.08,0.1215,0.00184182414747983,0.766804788213628,0.0045,0.416666666666667,0.0053,0.3484,0.2378,1.4651,41.67,0.53,76.68,0.45
"0.2",20,"Large","CITS",8688,8688,0,-0.5108,-0.5193,-0.0085,0.0013,1.66,0.0141,0.000219431102670098,0.863604972375691,0.0037,0.994590239410681,8e-04,0.1183,0.0992,1.1925,99.46,0.08,86.36,0.37
"0.2",20,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5202,-0.0094,0.0015,1.84,0.0209,0.00031904532561588,0.821362799263352,0.0041,0.979627071823204,0.0015,0.1441,0.11,1.31,97.96,0.15,82.14,0.41
"0.2",20,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4138,0.097,0.0013,18.99,0.0235,0.000322794577461418,0.729972375690608,0.0048,0.962937384898711,0.002,0.1185,0.0994,1.1922,96.29,0.2,73,0.48
"0.2",20,"Large","Trd",8688,8688,0,-0.5108,-0.5047,0.0061,0.0037,1.19,0.1173,0.00176771414397505,0.773710865561694,0.0045,0.569521178637201,0.0053,0.3425,0.2387,1.4349,56.95,0.53,77.37,0.45
"0.2",24,"Small","CITS",8688,8688,0,-0.0408,-0.0477,-0.0069,0.0012,16.91,0.0116,0.000177543743362731,0.86878453038674,0.0036,0.164825046040516,0.004,0.1076,0.0906,1.1876,16.48,0.4,86.88,0.36
"0.2",24,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0483,-0.0075,0.0014,18.38,0.0166,0.000258077560760913,0.843462246777164,0.0039,0.180824125230203,0.0041,0.1286,0.1015,1.267,18.08,0.41,84.35,0.39
"0.2",24,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0578,0.0986,0.0012,241.67,0.0213,0.000280523283499476,0.715699815837937,0.0048,0.19164364640884,0.0042,0.1076,0.0907,1.1863,19.16,0.42,71.57,0.48
"0.2",24,"Small","Trd",8688,8688,0,-0.0408,-0.0234,0.0174,0.0034,42.65,0.1,0.00151586494361323,0.795004604051565,0.0043,0.204074585635359,0.0043,0.3157,0.2309,1.3673,20.41,0.43,79.5,0.43
"0.2",24,"Moderate","CITS",8688,8688,0,-0.3567,-0.3627,-0.006,0.0011,1.68,0.0114,0.00017569570700674,0.873848987108656,0.0036,0.95798802946593,0.0022,0.1064,0.0911,1.1679,95.8,0.22,87.38,0.36
"0.2",24,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3627,-0.006,0.0014,1.68,0.0167,0.000253173869968185,0.840354511970534,0.0039,0.896754143646409,0.0033,0.1291,0.1016,1.2707,89.68,0.33,84.04,0.39
"0.2",24,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2575,0.0992,0.0011,27.81,0.0213,0.000281807522756184,0.711441068139963,0.0049,0.778314917127072,0.0045,0.107,0.0912,1.1732,77.83,0.45,71.14,0.49
"0.2",24,"Moderate","Trd",8688,8688,0,-0.3567,-0.3471,0.0096,0.0034,2.69,0.0986,0.00155693284697923,0.801450276243094,0.0043,0.420349907918969,0.0053,0.3139,0.2293,1.3689,42.03,0.53,80.15,0.43
"0.2",24,"Large","CITS",8688,8688,0,-0.5108,-0.517,-0.0062,0.0011,1.21,0.0111,0.000169020622416718,0.876841620626151,0.0035,0.998733885819521,4e-04,0.105,0.0908,1.1564,99.87,0.04,87.68,0.35
"0.2",24,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5182,-0.0074,0.0014,1.45,0.0165,0.000250308882786737,0.845649171270718,0.0039,0.991252302025783,0.001,0.1281,0.1017,1.2596,99.13,0.1,84.56,0.39
"0.2",24,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4122,0.0986,0.0011,19.3,0.0208,0.000274299651337092,0.723756906077348,0.0048,0.982849907918969,0.0014,0.1052,0.091,1.156,98.28,0.14,72.38,0.48
"0.2",24,"Large","Trd",8688,8688,0,-0.5108,-0.4995,0.0113,0.0034,2.21,0.1022,0.00156471784725463,0.790630755064457,0.0044,0.587592081031308,0.0053,0.3196,0.228,1.4018,58.76,0.53,79.06,0.44
"0.2",28,"Small","CITS",8688,8688,0,-0.0408,-0.0456,-0.0048,0.001,11.76,0.0093,0.000142586071079406,0.884093001841621,0.0034,0.14755985267035,0.0038,0.0965,0.0838,1.1516,14.76,0.38,88.41,0.34
"0.2",28,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.047,-0.0062,0.0013,15.2,0.0141,0.000213400911746472,0.84622467771639,0.0039,0.174378453038674,0.0041,0.1185,0.0943,1.2566,17.44,0.41,84.62,0.39
"0.2",28,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.059,0.0998,0.001,244.61,0.0192,0.000247037170918657,0.708103130755064,0.0049,0.182665745856354,0.0041,0.0962,0.0839,1.1466,18.27,0.41,70.81,0.49
"0.2",28,"Small","Trd",8688,8688,0,-0.0408,-0.0274,0.0134,0.0033,32.84,0.0935,0.00142930554792933,0.817564456721915,0.0041,0.184277163904236,0.0042,0.3056,0.2306,1.3252,18.43,0.42,81.76,0.41
"0.2",28,"Moderate","CITS",8688,8688,0,-0.3567,-0.3624,-0.0057,0.001,1.6,0.0094,0.000144016874228122,0.884093001841621,0.0034,0.976289134438306,0.0016,0.097,0.0837,1.1589,97.63,0.16,88.41,0.34
"0.2",28,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3629,-0.0062,0.0013,1.74,0.0142,0.000216811098496045,0.848526703499079,0.0038,0.928867403314917,0.0028,0.119,0.0942,1.2633,92.89,0.28,84.85,0.38
"0.2",28,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2571,0.0996,0.001,27.92,0.0193,0.000246379704933852,0.706721915285451,0.0049,0.834599447513812,0.004,0.0967,0.0838,1.1539,83.46,0.4,70.67,0.49
"0.2",28,"Moderate","Trd",8688,8688,0,-0.3567,-0.349,0.0077,0.0032,2.16,0.0902,0.00135913596637331,0.813996316758748,0.0042,0.409875690607735,0.0053,0.3003,0.2294,1.3091,40.99,0.53,81.4,0.42
"0.2",28,"Large","CITS",8688,8688,0,-0.5108,-0.5183,-0.0075,0.0011,1.47,0.0097,0.000150858280325827,0.881675874769797,0.0035,1,0,0.0981,0.0844,1.1623,100,0,88.17,0.35
"0.2",28,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5207,-0.0099,0.0013,1.94,0.0142,0.000218448167253434,0.850713627992634,0.0038,0.996546961325967,6e-04,0.1188,0.0951,1.2492,99.65,0.06,85.07,0.38
"0.2",28,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4134,0.0974,0.0011,19.07,0.0191,0.000247309160105373,0.708448434622468,0.0049,0.992403314917127,9e-04,0.0982,0.0844,1.1635,99.24,0.09,70.84,0.49
"0.2",28,"Large","Trd",8688,8688,0,-0.5108,-0.4961,0.0147,0.0033,2.88,0.0934,0.00141091190946709,0.810543278084715,0.0042,0.591505524861878,0.0053,0.3053,0.2279,1.3396,59.15,0.53,81.05,0.42
"0.2",32,"Small","CITS",8688,8688,0,-0.0408,-0.0477,-0.0069,0.001,16.91,0.0081,0.000125772674429318,0.897214548802947,0.0033,0.147674953959484,0.0038,0.0897,0.0791,1.134,14.77,0.38,89.72,0.33
"0.2",32,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0474,-0.0066,0.0012,16.18,0.0121,0.000181664882470323,0.866482504604052,0.0036,0.166896869244936,0.004,0.1098,0.0894,1.2282,16.69,0.4,86.65,0.36
"0.2",32,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0578,0.0986,0.001,241.67,0.0178,0.000225453107151682,0.693255064456722,0.0049,0.180593922651934,0.0041,0.09,0.079,1.1392,18.06,0.41,69.33,0.49
"0.2",32,"Small","Trd",8688,8688,0,-0.0408,-0.034,0.0068,0.0032,16.67,0.0864,0.00134378840045676,0.817104051565378,0.0041,0.181399631675875,0.0041,0.2939,0.224,1.3121,18.14,0.41,81.71,0.41
"0.2",32,"Moderate","CITS",8688,8688,0,-0.3567,-0.3632,-0.0065,0.001,1.82,0.0082,0.000124999417779156,0.887315837937385,0.0034,0.985497237569061,0.0013,0.0906,0.0793,1.1425,98.55,0.13,88.73,0.34
"0.2",32,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3654,-0.0087,0.0012,2.44,0.012,0.000184421307993919,0.865446593001842,0.0037,0.954534990791897,0.0022,0.1094,0.0896,1.221,95.45,0.22,86.54,0.37
"0.2",32,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2582,0.0985,0.001,27.61,0.0179,0.000228338928385058,0.696593001841621,0.0049,0.876726519337017,0.0035,0.0905,0.0792,1.1427,87.67,0.35,69.66,0.49
"0.2",32,"Moderate","Trd",8688,8688,0,-0.3567,-0.3443,0.0124,0.0031,3.48,0.0856,0.00127306185667383,0.816873848987109,0.0041,0.410566298342541,0.0053,0.2924,0.2224,1.3147,41.06,0.53,81.69,0.41
"0.2",32,"Large","CITS",8688,8688,0,-0.5108,-0.5175,-0.0067,0.001,1.31,0.0081,0.000126899423818017,0.895142725598527,0.0033,1,0,0.0897,0.0791,1.134,100,0,89.51,0.33
"0.2",32,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5181,-0.0073,0.0012,1.43,0.0124,0.000192058351488207,0.859346224677716,0.0037,0.998618784530387,4e-04,0.1109,0.0894,1.2405,99.86,0.04,85.93,0.37
"0.2",32,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4124,0.0984,0.001,19.26,0.0177,0.000227099855861184,0.700506445672192,0.0049,0.996201657458563,7e-04,0.0898,0.0793,1.1324,99.62,0.07,70.05,0.49
"0.2",32,"Large","Trd",8688,8688,0,-0.5108,-0.5015,0.0093,0.0031,1.82,0.0847,0.00128697071123477,0.823664825046041,0.0041,0.607849907918969,0.0052,0.2909,0.2214,1.3139,60.78,0.52,82.37,0.41
"0.2",36,"Small","CITS",8688,8688,0,-0.0408,-0.0458,-0.005,9e-04,12.25,0.0071,0.000107341182464356,0.894682320441989,0.0033,0.148250460405157,0.0038,0.084,0.0744,1.129,14.83,0.38,89.47,0.33
"0.2",36,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0458,-0.005,0.0011,12.25,0.0106,0.000160898084588278,0.86567679558011,0.0037,0.162638121546961,0.004,0.1026,0.0843,1.2171,16.26,0.4,86.57,0.37
"0.2",36,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0594,0.1002,9e-04,245.59,0.0171,0.000205906467920368,0.668393186003683,0.0051,0.192449355432781,0.0042,0.0842,0.0745,1.1302,19.24,0.42,66.84,0.51
"0.2",36,"Small","Trd",8688,8688,0,-0.0408,-0.0298,0.011,0.003,26.96,0.0809,0.00123160518636261,0.835635359116022,0.004,0.164825046040516,0.004,0.2841,0.2241,1.2677,16.48,0.4,83.56,0.4
"0.2",36,"Moderate","CITS",8688,8688,0,-0.3567,-0.3636,-0.0069,9e-04,1.93,0.007,0.000108058897704104,0.89963167587477,0.0032,0.993093922651934,9e-04,0.0837,0.0745,1.1235,99.31,0.09,89.96,0.32
"0.2",36,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3651,-0.0084,0.0011,2.35,0.0104,0.000157902131119505,0.873733885819521,0.0036,0.975943830570902,0.0016,0.1016,0.0844,1.2038,97.59,0.16,87.37,0.36
"0.2",36,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2578,0.0989,9e-04,27.73,0.0168,0.000204799778370567,0.676795580110497,0.005,0.909415285451197,0.0031,0.0836,0.0746,1.1206,90.94,0.31,67.68,0.5
"0.2",36,"Moderate","Trd",8688,8688,0,-0.3567,-0.3502,0.0065,0.0031,1.82,0.082,0.00126974566094036,0.836556169429098,0.004,0.418623388581952,0.0053,0.2864,0.2226,1.2866,41.86,0.53,83.66,0.4
"0.2",36,"Large","CITS",8688,8688,0,-0.5108,-0.5187,-0.0079,9e-04,1.55,0.0074,0.000111525537313404,0.891574585635359,0.0033,1,0,0.0856,0.0746,1.1475,100,0,89.16,0.33
"0.2",36,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5199,-0.0091,0.0011,1.78,0.011,0.000163748913980502,0.86072744014733,0.0037,0.999424493554328,3e-04,0.1045,0.0844,1.2382,99.94,0.03,86.07,0.37
"0.2",36,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4136,0.0972,9e-04,19.03,0.0168,0.000210048589997015,0.684162062615101,0.005,0.998503683241252,4e-04,0.0856,0.0746,1.1475,99.85,0.04,68.42,0.5
"0.2",36,"Large","Trd",8688,8688,0,-0.5108,-0.5025,0.0083,0.003,1.62,0.0806,0.00123732075343444,0.835980662983425,0.004,0.615791896869245,0.0052,0.2838,0.2217,1.2801,61.58,0.52,83.6,0.4
"0.2",40,"Small","CITS",8688,8688,0,-0.0408,-0.0445,-0.0037,9e-04,9.07,0.0064,9.76131517369933e-05,0.896984346224678,0.0033,0.152048802946593,0.0039,0.0799,0.0705,1.1333,15.2,0.39,89.7,0.33
"0.2",40,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0444,-0.0036,0.001,8.82,0.0095,0.000146642552431671,0.875345303867403,0.0035,0.165285451197053,0.004,0.0976,0.0804,1.2139,16.53,0.4,87.53,0.35
"0.2",40,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0608,0.1016,9e-04,249.02,0.0166,0.000194595868528921,0.64445211786372,0.0051,0.197974217311234,0.0043,0.0796,0.0707,1.1259,19.8,0.43,64.45,0.51
"0.2",40,"Small","Trd",8688,8688,0,-0.0408,-0.04,8e-04,0.003,1.96,0.0764,0.0011351463695628,0.851289134438306,0.0038,0.153890423572744,0.0039,0.2764,0.223,1.2395,15.39,0.39,85.13,0.38
"0.2",40,"Moderate","CITS",8688,8688,0,-0.3567,-0.3628,-0.0061,9e-04,1.71,0.0064,9.97938042363993e-05,0.898480662983425,0.0032,0.996431860036832,6e-04,0.0799,0.0708,1.1285,99.64,0.06,89.85,0.32
"0.2",40,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3639,-0.0072,0.0011,2.02,0.0097,0.000149830865216975,0.870395948434622,0.0036,0.981123388581952,0.0015,0.0983,0.0802,1.2257,98.11,0.15,87.04,0.36
"0.2",40,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2577,0.099,9e-04,27.75,0.0161,0.000192804884682329,0.658609576427256,0.0051,0.930363720073665,0.0027,0.0796,0.0708,1.1243,93.04,0.27,65.86,0.51
"0.2",40,"Moderate","Trd",8688,8688,0,-0.3567,-0.3538,0.0029,0.003,0.81,0.0781,0.00117989844044419,0.843116942909761,0.0039,0.428176795580111,0.0053,0.2795,0.22,1.2705,42.82,0.53,84.31,0.39
"0.2",40,"Large","CITS",8688,8688,0,-0.5108,-0.5168,-0.006,9e-04,1.17,0.0064,9.77754008295194e-05,0.899286372007366,0.0032,1,0,0.0799,0.0708,1.1285,100,0,89.93,0.32
"0.2",40,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5184,-0.0076,0.0011,1.49,0.0097,0.000150216910726086,0.870280847145488,0.0036,0.999769797421731,2e-04,0.0981,0.0803,1.2217,99.98,0.02,87.03,0.36
"0.2",40,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4116,0.0992,9e-04,19.42,0.0163,0.000191958857942675,0.655156537753223,0.0051,0.999769797421731,2e-04,0.0801,0.0708,1.1314,99.98,0.02,65.52,0.51
"0.2",40,"Large","Trd",8688,8688,0,-0.5108,-0.5051,0.0057,0.003,1.12,0.0775,0.00121090579671672,0.843922651933702,0.0039,0.617633517495396,0.0052,0.2783,0.2207,1.261,61.76,0.52,84.39,0.39
"0.2",44,"Small","CITS",8688,8688,0,-0.0408,-0.0459,-0.0051,8e-04,12.5,0.0056,8.4897608095203e-05,0.905616942909761,0.0031,0.151818600368324,0.0038,0.075,0.0673,1.1144,15.18,0.38,90.56,0.31
"0.2",44,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.047,-0.0062,0.001,15.2,0.0087,0.000132484716308187,0.875920810313076,0.0035,0.167472375690608,0.004,0.0929,0.077,1.2065,16.75,0.4,87.59,0.35
"0.2",44,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0593,0.1001,8e-04,245.34,0.0157,0.000182389631812752,0.63328729281768,0.0052,0.20280847145488,0.0043,0.0755,0.0674,1.1202,20.28,0.43,63.33,0.52
"0.2",44,"Small","Trd",8688,8688,0,-0.0408,-0.0376,0.0032,0.0029,7.84,0.0713,0.00106137213973242,0.846800184162063,0.0039,0.154350828729282,0.0039,0.2671,0.2129,1.2546,15.44,0.39,84.68,0.39
"0.2",44,"Moderate","CITS",8688,8688,0,-0.3567,-0.3611,-0.0044,8e-04,1.23,0.0058,8.87453369653662e-05,0.902969613259669,0.0032,0.99792817679558,5e-04,0.0764,0.0674,1.1335,99.79,0.05,90.3,0.32
"0.2",44,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3615,-0.0048,0.001,1.35,0.0087,0.000132042869092964,0.875920810313076,0.0035,0.985382136279926,0.0013,0.0933,0.0769,1.2133,98.54,0.13,87.59,0.35
"0.2",44,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2553,0.1014,8e-04,28.43,0.0161,0.000186708395236423,0.628798342541437,0.0052,0.944981583793739,0.0024,0.0761,0.0675,1.1274,94.5,0.24,62.88,0.52
"0.2",44,"Moderate","Trd",8688,8688,0,-0.3567,-0.3555,0.0012,0.0028,0.34,0.0693,0.00106789856562385,0.847030386740331,0.0039,0.447168508287293,0.0053,0.2633,0.2109,1.2485,44.72,0.53,84.7,0.39
"0.2",44,"Large","CITS",8688,8688,0,-0.5108,-0.5177,-0.0069,8e-04,1.35,0.0059,9.16394392748343e-05,0.89859576427256,0.0032,1,0,0.0766,0.0677,1.1315,100,0,89.86,0.32
"0.2",44,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5192,-0.0084,0.001,1.64,0.009,0.000135485509731985,0.870050644567219,0.0036,1,0,0.0945,0.0772,1.2241,100,0,87.01,0.36
"0.2",44,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.412,0.0988,8e-04,19.34,0.0157,0.000187127090748561,0.644567219152855,0.0051,0.999884898710866,1e-04,0.077,0.0677,1.1374,99.99,0.01,64.46,0.51
"0.2",44,"Large","Trd",8688,8688,0,-0.5108,-0.5022,0.0086,0.0029,1.68,0.0707,0.00107958767773234,0.844498158379374,0.0039,0.639963167587477,0.0051,0.2659,0.2115,1.2572,64,0.51,84.45,0.39
"0.2",48,"Small","CITS",8688,8688,0,-0.0408,-0.0445,-0.0037,8e-04,9.07,0.0052,7.79961398484606e-05,0.90768876611418,0.0031,0.151358195211786,0.0038,0.072,0.0645,1.1163,15.14,0.38,90.77,0.31
"0.2",48,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0438,-0.003,0.001,7.35,0.008,0.000120174785354539,0.876266114180479,0.0035,0.164019337016575,0.004,0.0893,0.0737,1.2117,16.4,0.4,87.63,0.35
"0.2",48,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.061,0.1018,8e-04,249.51,0.0155,0.000173824414492782,0.605662983425414,0.0052,0.215699815837937,0.0044,0.072,0.0645,1.1163,21.57,0.44,60.57,0.52
"0.2",48,"Small","Trd",8688,8688,0,-0.0408,-0.04,8e-04,0.0027,1.96,0.0651,0.000991348319568808,0.853360957642726,0.0038,0.151588397790055,0.0038,0.2551,0.2066,1.2348,15.16,0.38,85.34,0.38
"0.2",48,"Moderate","CITS",8688,8688,0,-0.3567,-0.3617,-0.005,8e-04,1.4,0.0055,8.21447517340375e-05,0.895372928176796,0.0033,0.998618784530387,4e-04,0.0737,0.0646,1.1409,99.86,0.04,89.54,0.33
"0.2",48,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3619,-0.0052,0.001,1.46,0.008,0.000119296650310999,0.876381215469613,0.0035,0.992403314917127,9e-04,0.089,0.0737,1.2076,99.24,0.09,87.64,0.35
"0.2",48,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2561,0.1006,8e-04,28.2,0.0155,0.000179599899030223,0.614525782688766,0.0052,0.957182320441989,0.0022,0.0735,0.0647,1.136,95.72,0.22,61.45,0.52
"0.2",48,"Moderate","Trd",8688,8688,0,-0.3567,-0.3547,0.002,0.0027,0.56,0.0654,0.000998585023329735,0.850023020257827,0.0038,0.45798802946593,0.0053,0.2557,0.2051,1.2467,45.8,0.53,85,0.38
"0.2",48,"Large","CITS",8688,8688,0,-0.5108,-0.5161,-0.0053,8e-04,1.04,0.0053,8.10847968659779e-05,0.901588397790055,0.0032,1,0,0.0729,0.0649,1.1233,100,0,90.16,0.32
"0.2",48,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5181,-0.0073,0.001,1.43,0.0081,0.000122848878327094,0.871546961325967,0.0036,0.999884898710866,1e-04,0.0898,0.0741,1.2119,99.99,0.01,87.15,0.36
"0.2",48,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4112,0.0996,8e-04,19.5,0.0152,0.000174827325057186,0.623503683241252,0.0052,1,0,0.0726,0.065,1.1169,100,0,62.35,0.52
"0.2",48,"Large","Trd",8688,8688,0,-0.5108,-0.5088,0.002,0.0027,0.39,0.0648,0.000989522127810085,0.848181399631676,0.0038,0.671270718232044,0.005,0.2546,0.2058,1.2371,67.13,0.5,84.82,0.38
"0.2",52,"Small","CITS",8688,8688,0,-0.0408,-0.0441,-0.0033,7e-04,8.09,0.0048,7.20710774961968e-05,0.906422651933702,0.0031,0.152854511970534,0.0039,0.069,0.0618,1.1165,15.29,0.39,90.64,0.31
