"rho","n","EstimandScenario","Method","R_total","R_converged","nonconv_rate","true_val","B_hat","Bias","MCSE_Bias","Bias_percent","MSE_estimate","MCSE_MSE","coverage","MCSE_coverage","power","MCSE_power","Empirical_SE","avg_model_SE","ratio_Emp_ModelSE","power_pct","MCSE_power_pct","coverage_pct","MCSE_cov_pct"
"0",40,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2559,0.1008,7e-04,28.26,0.0148,0.000160506040180873,0.606238489871087,0.0052,0.971800184162063,0.0018,0.0679,0.0636,1.0676,97.18,0.18,60.62,0.52
"0",40,"Moderate","Trd",8688,8688,0,-0.3567,-0.3543,0.0024,0.0026,0.67,0.0586,0.000897578452777351,0.87292817679558,0.0036,0.452002762430939,0.0053,0.242,0.2053,1.1788,45.2,0.53,87.29,0.36
"0",40,"Large","CITS",8688,8688,0,-0.5108,-0.5177,-0.0069,7e-04,1.35,0.0046,7.08020724141305e-05,0.922421731123389,0.0029,1,0,0.0672,0.0641,1.0484,100,0,92.24,0.29
"0",40,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5206,-0.0098,0.0011,1.92,0.0106,0.0001637461376941,0.878683241252302,0.0035,0.999769797421731,2e-04,0.1024,0.0857,1.1949,99.98,0.02,87.87,0.35
"0",40,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4127,0.0981,7e-04,19.21,0.0141,0.000155504569174045,0.625920810313076,0.0052,1,0,0.067,0.0641,1.0452,100,0,62.59,0.52
"0",40,"Large","Trd",8688,8688,0,-0.5108,-0.5113,-5e-04,0.0026,0.1,0.0579,0.000890441577083737,0.871086556169429,0.0036,0.681744935543278,0.005,0.2407,0.2048,1.1753,68.17,0.5,87.11,0.36
"0",44,"Small","CITS",8688,8688,0,-0.0408,-0.0444,-0.0036,7e-04,8.82,0.0041,6.32381965304371e-05,0.926104972375691,0.0028,0.14030847145488,0.0037,0.0639,0.0605,1.0562,14.03,0.37,92.61,0.28
"0",44,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0454,-0.0046,0.0011,11.27,0.0099,0.00014794035883979,0.870050644567219,0.0036,0.163789134438306,0.004,0.0993,0.0814,1.2199,16.38,0.4,87.01,0.36
"0",44,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0612,0.102,7e-04,250,0.0145,0.000151956566660824,0.577348066298343,0.0053,0.207757826887661,0.0044,0.064,0.0606,1.0561,20.78,0.44,57.73,0.53
"0",44,"Small","Trd",8688,8688,0,-0.0408,-0.0361,0.0047,0.0025,11.52,0.0523,0.000788106953773578,0.873503683241252,0.0036,0.130064456721915,0.0036,0.2287,0.1966,1.1633,13.01,0.36,87.35,0.36
"0",44,"Moderate","CITS",8688,8688,0,-0.3567,-0.3613,-0.0046,7e-04,1.29,0.0041,6.13699296490239e-05,0.92322744014733,0.0029,0.999884898710866,1e-04,0.0635,0.0607,1.0461,99.99,0.01,92.32,0.29
"0",44,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3635,-0.0068,0.001,1.91,0.0095,0.000142661330458722,0.880870165745856,0.0035,0.979972375690608,0.0015,0.0973,0.0817,1.1909,98,0.15,88.09,0.35
"0",44,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2556,0.1011,7e-04,28.34,0.0142,0.000149531408532113,0.587592081031308,0.0053,0.981813996316759,0.0014,0.0631,0.0608,1.0378,98.18,0.14,58.76,0.53
"0",44,"Moderate","Trd",8688,8688,0,-0.3567,-0.3499,0.0068,0.0024,1.91,0.0501,0.000768709594170391,0.88017955801105,0.0035,0.469037753222836,0.0054,0.2237,0.1963,1.1396,46.9,0.54,88.02,0.35
"0",44,"Large","CITS",8688,8688,0,-0.5108,-0.5165,-0.0057,7e-04,1.12,0.0042,6.37138153323493e-05,0.923457642725598,0.0029,1,0,0.0643,0.0612,1.0507,100,0,92.35,0.29
"0",44,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5188,-0.008,0.0011,1.57,0.0099,0.000147859211788452,0.874424493554328,0.0036,1,0,0.099,0.0818,1.2103,100,0,87.44,0.36
"0",44,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4115,0.0993,7e-04,19.44,0.014,0.000150773677434564,0.601979742173112,0.0053,1,0,0.0644,0.0614,1.0489,100,0,60.2,0.53
"0",44,"Large","Trd",8688,8688,0,-0.5108,-0.509,0.0018,0.0025,0.35,0.0527,0.000806873585104323,0.86982044198895,0.0036,0.718001841620626,0.0048,0.2295,0.1953,1.1751,71.8,0.48,86.98,0.36
"0",48,"Small","CITS",8688,8688,0,-0.0408,-0.0439,-0.0031,7e-04,7.6,0.0038,5.83576714569772e-05,0.923112338858195,0.0029,0.14755985267035,0.0038,0.0614,0.0579,1.0604,14.76,0.38,92.31,0.29
"0",48,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0442,-0.0034,0.001,8.33,0.009,0.000132893581279254,0.874769797421731,0.0036,0.162638121546961,0.004,0.0949,0.0785,1.2089,16.26,0.4,87.48,0.36
"0",48,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0617,0.1025,7e-04,251.23,0.0143,0.000145513201363369,0.54408379373849,0.0053,0.222951197053407,0.0045,0.0614,0.0579,1.0604,22.3,0.45,54.41,0.53
"0",48,"Small","Trd",8688,8688,0,-0.0408,-0.0402,6e-04,0.0024,1.47,0.0498,0.000748503278165544,0.870971454880295,0.0036,0.133172191528545,0.0036,0.2233,0.1895,1.1784,13.32,0.36,87.1,0.36
"0",48,"Moderate","CITS",8688,8688,0,-0.3567,-0.3617,-0.005,7e-04,1.4,0.0038,5.72550755722832e-05,0.922306629834254,0.0029,1,0,0.0614,0.0583,1.0532,100,0,92.23,0.29
"0",48,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3632,-0.0065,0.001,1.82,0.009,0.000136971136701137,0.880985267034991,0.0035,0.985497237569061,0.0013,0.0944,0.0786,1.201,98.55,0.13,88.1,0.35
"0",48,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2567,0.1,7e-04,28.03,0.0138,0.000144348602378596,0.574010128913444,0.0053,0.988489871086556,0.0011,0.0613,0.0584,1.0497,98.85,0.11,57.4,0.53
"0",48,"Moderate","Trd",8688,8688,0,-0.3567,-0.3553,0.0014,0.0023,0.39,0.0479,0.000737162023373599,0.876611418047882,0.0035,0.494244935543278,0.0054,0.2189,0.1896,1.1545,49.42,0.54,87.66,0.35
"0",48,"Large","CITS",8688,8688,0,-0.5108,-0.5174,-0.0066,7e-04,1.29,0.0038,5.70993326840298e-05,0.925759668508287,0.0028,1,0,0.0612,0.0584,1.0479,100,0,92.58,0.28
"0",48,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5197,-0.0089,0.001,1.74,0.0088,0.000133538063214643,0.885704419889503,0.0034,0.999884898710866,1e-04,0.0934,0.079,1.1823,99.99,0.01,88.57,0.34
"0",48,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.412,0.0988,7e-04,19.34,0.0135,0.000140495224689313,0.58609576427256,0.0053,1,0,0.0609,0.0584,1.0428,100,0,58.61,0.53
"0",48,"Large","Trd",8688,8688,0,-0.5108,-0.5088,0.002,0.0023,0.39,0.0473,0.000723698087340083,0.880755064456722,0.0035,0.744360036832412,0.0047,0.2175,0.1886,1.1532,74.44,0.47,88.08,0.35
"0",52,"Small","CITS",8688,8688,0,-0.0408,-0.0441,-0.0033,6e-04,8.09,0.0033,5.10828943734346e-05,0.926104972375691,0.0028,0.144682320441989,0.0038,0.0578,0.0556,1.0396,14.47,0.38,92.61,0.28
"0",52,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0453,-0.0045,0.001,11.03,0.0081,0.000123350289986465,0.886855432780847,0.0034,0.156422651933702,0.0039,0.09,0.0757,1.1889,15.64,0.39,88.69,0.34
"0",52,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0613,0.1021,6e-04,250.25,0.0138,0.000137104208695179,0.531192449355433,0.0054,0.225023020257827,0.0045,0.058,0.0558,1.0394,22.5,0.45,53.12,0.54
"0",52,"Small","Trd",8688,8688,0,-0.0408,-0.0397,0.0011,0.0023,2.7,0.0461,0.000696406961839045,0.888812154696133,0.0034,0.116827808471455,0.0034,0.2147,0.1914,1.1217,11.68,0.34,88.88,0.34
"0",52,"Moderate","CITS",8688,8688,0,-0.3567,-0.361,-0.0043,6e-04,1.21,0.0034,5.19176189194756e-05,0.929097605893186,0.0028,1,0,0.0581,0.0559,1.0394,100,0,92.91,0.28
"0",52,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3643,-0.0076,0.001,2.13,0.0082,0.000124687577679482,0.885013812154696,0.0034,0.991252302025783,0.001,0.0902,0.0759,1.1884,99.13,0.1,88.5,0.34
"0",52,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2557,0.101,6e-04,28.32,0.0135,0.000133005990686608,0.540860957642726,0.0053,0.995395948434622,7e-04,0.0573,0.0559,1.025,99.54,0.07,54.09,0.53
"0",52,"Moderate","Trd",8688,8688,0,-0.3567,-0.3543,0.0024,0.0023,0.67,0.0464,0.000713677213992603,0.886625230202578,0.0034,0.497122467771639,0.0054,0.2154,0.1882,1.1445,49.71,0.54,88.66,0.34
"0",52,"Large","CITS",8688,8688,0,-0.5108,-0.5177,-0.0069,6e-04,1.35,0.0035,5.37408487972071e-05,0.923918047882136,0.0028,1,0,0.0588,0.0562,1.0463,100,0,92.39,0.28
"0",52,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5198,-0.009,0.001,1.76,0.0085,0.000130375003944653,0.877762430939227,0.0035,1,0,0.0916,0.076,1.2053,100,0,87.78,0.35
"0",52,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4122,0.0986,6e-04,19.3,0.0132,0.00013389283105543,0.556975138121547,0.0053,1,0,0.0587,0.0563,1.0426,100,0,55.7,0.53
"0",52,"Large","Trd",8688,8688,0,-0.5108,-0.5074,0.0034,0.0023,0.67,0.0467,0.000708094872583296,0.883402394106814,0.0034,0.738835174953959,0.0047,0.2161,0.189,1.1434,73.88,0.47,88.34,0.34
"0",56,"Small","CITS",8688,8688,0,-0.0408,-0.0437,-0.0029,6e-04,7.11,0.0031,4.75257420078692e-05,0.932895948434622,0.0027,0.150092081031308,0.0038,0.0555,0.0536,1.0354,15.01,0.38,93.29,0.27
"0",56,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0433,-0.0025,9e-04,6.13,0.0076,0.000115834760095482,0.885013812154696,0.0034,0.154581031307551,0.0039,0.0874,0.073,1.1973,15.46,0.39,88.5,0.34
"0",56,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0615,0.1023,6e-04,250.74,0.0136,0.000128484229946337,0.497813075506446,0.0054,0.242863720073665,0.0046,0.0555,0.0536,1.0354,24.29,0.46,49.78,0.54
"0",56,"Small","Trd",8688,8688,0,-0.0408,-0.0386,0.0022,0.0022,5.39,0.0438,0.000664884420001175,0.884783609576427,0.0034,0.124654696132597,0.0035,0.2092,0.1835,1.1401,12.47,0.35,88.48,0.34
"0",56,"Moderate","CITS",8688,8688,0,-0.3567,-0.3624,-0.0057,6e-04,1.6,0.0032,4.83183950888872e-05,0.925989871086556,0.0028,1,0,0.0567,0.0539,1.0519,100,0,92.6,0.28
"0",56,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3648,-0.0081,9e-04,2.27,0.0075,0.000114207190259835,0.889042357274402,0.0034,0.994244935543278,8e-04,0.0862,0.0731,1.1792,99.42,0.08,88.9,0.34
"0",56,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2569,0.0998,6e-04,27.98,0.0132,0.000129583908089757,0.524746777163904,0.0054,0.996546961325967,6e-04,0.0565,0.0539,1.0482,99.65,0.06,52.47,0.54
"0",56,"Moderate","Trd",8688,8688,0,-0.3567,-0.3556,0.0011,0.0023,0.31,0.0444,0.000680635504530165,0.885128913443831,0.0034,0.508977900552486,0.0054,0.2106,0.184,1.1446,50.9,0.54,88.51,0.34
"0",56,"Large","CITS",8688,8688,0,-0.5108,-0.5173,-0.0065,6e-04,1.27,0.0032,4.86679660720794e-05,0.928752302025783,0.0028,1,0,0.0561,0.054,1.0389,100,0,92.88,0.28
"0",56,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5201,-0.0093,9e-04,1.82,0.0077,0.000116256224160079,0.882941988950276,0.0034,1,0,0.0875,0.0734,1.1921,100,0,88.29,0.34
"0",56,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4117,0.0991,6e-04,19.4,0.013,0.000128708470568817,0.530271639042357,0.0054,1,0,0.0561,0.054,1.0389,100,0,53.03,0.54
"0",56,"Large","Trd",8688,8688,0,-0.5108,-0.511,-2e-04,0.0022,0.04,0.0436,0.000677943733360768,0.889042357274402,0.0034,0.768301104972376,0.0045,0.2088,0.1839,1.1354,76.83,0.45,88.9,0.34
"0",60,"Small","CITS",8688,8688,0,-0.0408,-0.0442,-0.0034,6e-04,8.33,0.0029,4.32107969638665e-05,0.931514732965009,0.0027,0.152163904235727,0.0039,0.0535,0.0519,1.0308,15.22,0.39,93.15,0.27
"0",60,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0444,-0.0036,9e-04,8.82,0.0069,0.000105421289565681,0.890999079189687,0.0033,0.153890423572744,0.0039,0.0829,0.0711,1.166,15.39,0.39,89.1,0.33
"0",60,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0612,0.102,6e-04,250,0.0133,0.000125354569769308,0.48365561694291,0.0054,0.251151012891344,0.0047,0.0533,0.0518,1.029,25.12,0.47,48.37,0.54
"0",60,"Small","Trd",8688,8688,0,-0.0408,-0.0404,4e-04,0.0021,0.98,0.04,0.000616513230511306,0.894221915285451,0.0033,0.109806629834254,0.0034,0.2001,0.1791,1.1173,10.98,0.34,89.42,0.33
"0",60,"Moderate","CITS",8688,8688,0,-0.3567,-0.3611,-0.0044,6e-04,1.23,0.0029,4.50979738578961e-05,0.927255985267035,0.0028,1,0,0.0541,0.052,1.0404,100,0,92.73,0.28
"0",60,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3636,-0.0069,9e-04,1.93,0.0072,0.000112101283632237,0.886740331491713,0.0034,0.994705340699816,8e-04,0.0845,0.071,1.1901,99.47,0.08,88.67,0.34
"0",60,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2558,0.1009,6e-04,28.29,0.0131,0.000125379337674248,0.488374769797422,0.0054,0.997697974217311,5e-04,0.0545,0.0521,1.0461,99.77,0.05,48.84,0.54
"0",60,"Moderate","Trd",8688,8688,0,-0.3567,-0.353,0.0037,0.0021,1.04,0.0401,0.000615769448496204,0.893531307550645,0.0033,0.527624309392265,0.0054,0.2002,0.1792,1.1172,52.76,0.54,89.35,0.33
"0",60,"Large","CITS",8688,8688,0,-0.5108,-0.5167,-0.0059,6e-04,1.16,0.0029,4.433280523343e-05,0.930824125230203,0.0027,1,0,0.0536,0.0522,1.0268,100,0,93.08,0.27
"0",60,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.521,-0.0102,9e-04,2,0.0072,0.000108725950085801,0.88432320441989,0.0034,1,0,0.0844,0.0712,1.1854,100,0,88.43,0.34
"0",60,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4114,0.0994,6e-04,19.46,0.0128,0.000122434480515201,0.507711786372007,0.0054,1,0,0.0538,0.0523,1.0287,100,0,50.77,0.54
"0",60,"Large","Trd",8688,8688,0,-0.5108,-0.5071,0.0037,0.0021,0.72,0.0395,0.000623186094148404,0.898941068139963,0.0032,0.782573664825046,0.0044,0.1988,0.1789,1.1112,78.26,0.44,89.89,0.32
"0",80,"Small","CITS",8688,8688,0,-0.0408,-0.0428,-0.002,5e-04,4.9,0.0022,3.26975514092625e-05,0.932090239410681,0.0027,0.178406998158379,0.0041,0.0465,0.0449,1.0356,17.84,0.41,93.21,0.27
"0",80,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0446,-0.0038,8e-04,9.31,0.0054,8.05609716429616e-05,0.8923802946593,0.0033,0.172306629834254,0.0041,0.0733,0.0618,1.1861,17.23,0.41,89.24,0.33
"0",80,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0622,0.103,5e-04,252.45,0.0128,0.000108729386417611,0.371546961325967,0.0052,0.302255985267035,0.0049,0.0465,0.045,1.0333,30.23,0.49,37.15,0.52
"0",80,"Small","Trd",8688,8688,0,-0.0408,-0.0404,4e-04,0.0019,0.98,0.03,0.000460177712458547,0.907228360957643,0.0031,0.10140423572744,0.0032,0.1733,0.1588,1.0913,10.14,0.32,90.72,0.31
"0",80,"Moderate","CITS",8688,8688,0,-0.3567,-0.3604,-0.0037,5e-04,1.04,0.0022,3.28565807890783e-05,0.93232044198895,0.0027,1,0,0.0465,0.0451,1.031,100,0,93.23,0.27
"0",80,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3623,-0.0056,8e-04,1.57,0.0054,8.13780087243482e-05,0.890193370165746,0.0034,0.999539594843462,2e-04,0.073,0.0619,1.1793,99.95,0.02,89.02,0.34
"0",80,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2554,0.1013,5e-04,28.4,0.0125,0.000106486361753073,0.387315837937385,0.0052,0.999769797421731,2e-04,0.0468,0.0451,1.0377,99.98,0.02,38.73,0.52
"0",80,"Moderate","Trd",8688,8688,0,-0.3567,-0.3522,0.0045,0.0018,1.26,0.0287,0.000434656809511386,0.914019337016575,0.003,0.604051565377532,0.0052,0.1695,0.158,1.0728,60.41,0.52,91.4,0.3
"0",80,"Large","CITS",8688,8688,0,-0.5108,-0.5164,-0.0056,5e-04,1.1,0.0022,3.38304688183836e-05,0.936809392265193,0.0026,1,0,0.0466,0.0453,1.0287,100,0,93.68,0.26
"0",80,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5192,-0.0084,8e-04,1.64,0.0053,7.91070911967792e-05,0.894682320441989,0.0033,1,0,0.0725,0.0621,1.1675,100,0,89.47,0.33
"0",80,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4109,0.0999,5e-04,19.56,0.0122,0.000104792490382411,0.395257826887661,0.0052,1,0,0.0466,0.0454,1.0264,100,0,39.53,0.52
"0",80,"Large","Trd",8688,8688,0,-0.5108,-0.5106,2e-04,0.0018,0.04,0.0296,0.000436427362701475,0.911256906077348,0.0031,0.873733885819521,0.0036,0.1722,0.1583,1.0878,87.37,0.36,91.13,0.31
"0",100,"Small","CITS",8688,8688,0,-0.0408,-0.0436,-0.0028,4e-04,6.86,0.0017,2.61445417331509e-05,0.928982504604052,0.0028,0.220303867403315,0.0044,0.0415,0.0398,1.0427,22.03,0.44,92.9,0.28
"0",100,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0446,-0.0038,7e-04,9.31,0.0043,6.44824044135059e-05,0.899861878453039,0.0032,0.176335174953959,0.0041,0.0654,0.0567,1.1534,17.63,0.41,89.99,0.32
"0",100,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0614,0.1022,4e-04,250.49,0.0122,9.32920128063816e-05,0.274746777163904,0.0048,0.358770718232044,0.0051,0.0413,0.0398,1.0377,35.88,0.51,27.47,0.48
"0",100,"Small","Trd",8688,8688,0,-0.0408,-0.0426,-0.0018,0.0016,4.41,0.0222,0.000332840357098992,0.911487108655617,0.003,0.0992173112338858,0.0032,0.149,0.1386,1.075,9.92,0.32,91.15,0.3
"0",100,"Moderate","CITS",8688,8688,0,-0.3567,-0.3606,-0.0039,4e-04,1.09,0.0017,2.53442539039047e-05,0.935543278084715,0.0026,1,0,0.041,0.0401,1.0224,100,0,93.55,0.26
"0",100,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3636,-0.0069,7e-04,1.93,0.0044,6.65187776575584e-05,0.897905156537753,0.0032,0.999884898710866,1e-04,0.0658,0.0569,1.1564,99.99,0.01,89.79,0.32
"0",100,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2553,0.1014,4e-04,28.43,0.012,9.22954936993033e-05,0.285681399631676,0.0048,1,0,0.041,0.0401,1.0224,100,0,28.57,0.48
"0",100,"Moderate","Trd",8688,8688,0,-0.3567,-0.3544,0.0023,0.0016,0.64,0.0224,0.000348550130445514,0.91286832412523,0.003,0.723987108655617,0.0048,0.1497,0.1386,1.0801,72.4,0.48,91.29,0.3
"0",100,"Large","CITS",8688,8688,0,-0.5108,-0.5159,-0.0051,4e-04,1,0.0018,2.6798762210468e-05,0.932435543278085,0.0027,1,0,0.0417,0.0402,1.0373,100,0,93.24,0.27
"0",100,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5187,-0.0079,7e-04,1.55,0.0042,6.42678781477348e-05,0.902048802946593,0.0032,1,0,0.0646,0.0569,1.1353,100,0,90.2,0.32
"0",100,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4112,0.0996,4e-04,19.5,0.0116,9.35294978685158e-05,0.309967771639042,0.005,1,0,0.0416,0.0403,1.0323,100,0,31,0.5
"0",100,"Large","Trd",8688,8688,0,-0.5108,-0.5126,-0.0018,0.0016,0.35,0.0231,0.000345544326852717,0.907113259668508,0.0031,0.93439226519337,0.0027,0.1518,0.1388,1.0937,93.44,0.27,90.71,0.31
"0",150,"Small","CITS",8688,8688,0,-0.0408,-0.0441,-0.0033,4e-04,8.09,0.0012,1.77513084898846e-05,0.933241252302026,0.0027,0.285911602209945,0.0048,0.0338,0.0328,1.0305,28.59,0.48,93.32,0.27
"0",150,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0462,-0.0054,6e-04,13.24,0.0028,4.29698409052873e-05,0.907458563535912,0.0031,0.205225598526703,0.0043,0.053,0.0469,1.1301,20.52,0.43,90.75,0.31
"0",150,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0613,0.1021,4e-04,250.25,0.0116,7.55451156552063e-05,0.135589318600368,0.0037,0.469267955801105,0.0054,0.0336,0.0328,1.0244,46.93,0.54,13.56,0.37
"0",150,"Small","Trd",8688,8688,0,-0.0408,-0.038,0.0028,0.0013,6.86,0.0141,0.00021409907650905,0.92529926335175,0.0028,0.0892034990791897,0.0031,0.1187,0.1127,1.0532,8.92,0.31,92.53,0.28
"0",150,"Moderate","CITS",8688,8688,0,-0.3567,-0.3619,-0.0052,4e-04,1.46,0.0012,1.76457693253021e-05,0.9375,0.0026,1,0,0.0335,0.033,1.0152,100,0,93.75,0.26
"0",150,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3647,-0.008,6e-04,2.24,0.0029,4.39586358225743e-05,0.908264272559853,0.0031,1,0,0.0531,0.047,1.1298,100,0,90.83,0.31
"0",150,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2567,0.1,4e-04,28.03,0.0111,7.32626611418003e-05,0.150092081031308,0.0038,1,0,0.0334,0.033,1.0121,100,0,15.01,0.38
"0",150,"Moderate","Trd",8688,8688,0,-0.3567,-0.3574,-7e-04,0.0013,0.2,0.0142,0.000214631006919247,0.922651933701657,0.0029,0.871431860036832,0.0036,0.1191,0.1127,1.0568,87.14,0.36,92.27,0.29
"0",150,"Large","CITS",8688,8688,0,-0.5108,-0.5156,-0.0048,4e-04,0.94,0.0012,1.83599537420836e-05,0.936924493554328,0.0026,1,0,0.0341,0.0332,1.0271,100,0,93.69,0.26
"0",150,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5201,-0.0093,6e-04,1.82,0.0029,4.42512800755339e-05,0.908264272559853,0.0031,1,0,0.0531,0.0473,1.1226,100,0,90.83,0.31
"0",150,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4106,0.1002,4e-04,19.62,0.0112,7.52038914495057e-05,0.156077348066298,0.0039,1,0,0.0341,0.0333,1.024,100,0,15.61,0.39
"0",150,"Large","Trd",8688,8688,0,-0.5108,-0.5097,0.0011,0.0013,0.22,0.0141,0.000212536490161262,0.927716390423573,0.0028,0.990446593001842,0.001,0.1189,0.1137,1.0457,99.04,0.1,92.77,0.28
"0.2",12,"Small","CITS",8688,8688,0,-0.0408,-0.0494,-0.0086,0.0017,21.08,0.0257,0.000398209527189914,0.845073664825046,0.0039,0.169313996316759,0.004,0.1601,0.1307,1.2249,16.93,0.4,84.51,0.39
"0.2",12,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0511,-0.0103,0.0021,25.25,0.0368,0.000561166031492725,0.794313996316759,0.0043,0.219498158379374,0.0044,0.1917,0.1377,1.3922,21.95,0.44,79.43,0.43
"0.2",12,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0552,0.096,0.0017,235.29,0.0349,0.00050324584102376,0.768761510128913,0.0045,0.181860036832413,0.0041,0.1605,0.1309,1.2261,18.19,0.41,76.88,0.45
"0.2",12,"Small","Trd",8688,8688,0,-0.0408,-0.0322,0.0086,0.0045,21.08,0.1769,0.00272640889868766,0.770372928176796,0.0045,0.230778084714549,0.0045,0.4205,0.3023,1.391,23.08,0.45,77.04,0.45
"0.2",12,"Moderate","CITS",8688,8688,0,-0.3567,-0.3658,-0.0091,0.0017,2.55,0.0255,0.000387603071811024,0.845879373848987,0.0039,0.777969613259669,0.0045,0.1596,0.1291,1.2363,77.8,0.45,84.59,0.39
"0.2",12,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.366,-0.0093,0.002,2.61,0.0354,0.00054648367204959,0.798802946593002,0.0043,0.729281767955801,0.0048,0.188,0.1367,1.3753,72.93,0.48,79.88,0.43
"0.2",12,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2603,0.0964,0.0017,27.03,0.0349,0.000495673068168567,0.759553406998158,0.0046,0.566068139963168,0.0053,0.16,0.129,1.2403,56.61,0.53,75.96,0.46
"0.2",12,"Moderate","Trd",8688,8688,0,-0.3567,-0.3474,0.0093,0.0045,2.61,0.1758,0.00260310670907814,0.773710865561694,0.0045,0.357044198895028,0.0051,0.4192,0.3051,1.374,35.7,0.51,77.37,0.45
"0.2",12,"Large","CITS",8688,8688,0,-0.5108,-0.5249,-0.0141,0.0018,2.76,0.0269,0.000424711980728249,0.842886740331492,0.0039,0.946938305709024,0.0024,0.1633,0.1313,1.2437,94.69,0.24,84.29,0.39
"0.2",12,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5244,-0.0136,0.002,2.66,0.0367,0.000573231938598494,0.796731123388582,0.0043,0.906077348066298,0.0031,0.1911,0.1389,1.3758,90.61,0.31,79.67,0.43
"0.2",12,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4192,0.0916,0.0017,17.93,0.0347,0.000504679604606445,0.776933701657459,0.0045,0.84518876611418,0.0039,0.1623,0.1311,1.238,84.52,0.39,77.69,0.45
"0.2",12,"Large","Trd",8688,8688,0,-0.5108,-0.5011,0.0097,0.0045,1.9,0.1775,0.00266119548434128,0.776127992633518,0.0045,0.459484346224678,0.0053,0.4212,0.308,1.3675,45.95,0.53,77.61,0.45
"0.2",14,"Small","CITS",8688,8688,0,-0.0408,-0.0467,-0.0059,0.0016,14.46,0.0216,0.000324768026528341,0.849562615101289,0.0038,0.163098526703499,0.004,0.1469,0.1211,1.213,16.31,0.4,84.96,0.38
"0.2",14,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.048,-0.0072,0.0019,17.65,0.0308,0.000475746059251483,0.807550644567219,0.0042,0.207182320441989,0.0043,0.1753,0.1288,1.361,20.72,0.43,80.76,0.42
